Name,Year,Theme,Theme_Group,Category,Pieces,Owned,Rating,USD_MSRP,Total_Quantity,Current_Price,Theme_ID,Theme_Group_ID,Category_ID,Age_of_Set,Price_per_Piece,Age_to_Price_Ratio,Theme_Quantity_Interaction,Price_Elasticity,Profit_Margin,Relative_Quantity,Lag_Total_Quantity,Lag_Current_Price
Indominus rex vs. Ankylosaurus,2020,Jurassic World,Licensed,Normal,537.0,2537.0,4.1,99.99,20.0,137.79,22,4.0,2,4.0,0.18620111731843575,0.040004000400040006,80.0,1.378037803780378,37.8,0.0006073673661514167,19.0,40.4955
Velociraptor: Biplane Rescue Mission,2020,Jurassic World,Licensed,Normal,101.0,1610.0,3.3,29.99,1.0,23.16,22,4.0,2,4.0,0.2969306930693069,0.13337779259753252,4.0,0.7722574191397132,-6.829999999999998,3.0368368307570834e-05,20.0,137.79
Hogwarts Room of Requirement,2020,Harry Potter,Licensed,Normal,193.0,11731.0,3.7,19.99,19.0,24.9991,17,4.0,2,4.0,0.10357512953367874,0.20010005002501252,76.0,1.2505802901450727,5.0091,0.0005769989978438459,1.0,23.16
Forbidden Forest: Umbridge's Encounter,2020,Harry Potter,Licensed,Normal,253.0,10416.0,3.7,29.99,26.0,24.99,17,4.0,2,4.0,0.11853754940711461,0.13337779259753252,104.0,0.8332777592530843,-5.0,0.0007895775759968417,19.0,24.9991
4 Privet Drive,2020,Harry Potter,Licensed,Normal,797.0,12163.0,4.2,79.99,17.0,49.99,17,4.0,2,4.0,0.10036386449184441,0.05000625078134767,68.0,0.6249531191398926,-29.999999999999993,0.0005162622612287042,26.0,24.99
Hogwarts Astronomy Tower,2020,Harry Potter,Licensed,Normal,971.0,11856.0,4.2,99.99,9.0,65.0,17,4.0,2,4.0,0.10297631307929969,0.040004000400040006,36.0,0.6500650065006501,-34.989999999999995,0.0002733153147681375,17.0,49.99
Diagon Alley,2020,Harry Potter,Licensed,Normal,5544.0,9182.0,4.5,449.99,4.0,500.0,17,4.0,2,4.0,0.08116702741702742,0.008889086424142758,16.0,1.1111358030178449,50.00999999999999,0.00012147347323028334,9.0,65.0
Hedwig,2020,Harry Potter,Licensed,Normal,630.0,11585.0,4.3,39.99,10.0,35.996,17,4.0,2,4.0,0.06347619047619048,0.10002500625156288,40.0,0.9001250312578145,-3.9939999999999998,0.00030368368307570837,4.0,500.0
Attack on the Burrow,2020,Harry Potter,Licensed,Normal,1047.0,10096.0,4.4,99.99,28.0,138.3426,17,4.0,2,4.0,0.09550143266475644,0.040004000400040006,112.0,1.3835643564356437,38.35260000000001,0.0008503143126119834,10.0,35.996
Harry Potter Advent Calendar,2020,Harry Potter,Licensed,Normal,335.0,8351.0,3.8,39.99,15.0,18.0,17,4.0,2,4.0,0.11937313432835822,0.10002500625156288,60.0,0.450112528132033,-21.990000000000002,0.0004555255246135625,28.0,138.3426
Iron Man Mech,2020,Marvel Super Heroes,Licensed,Normal,148.0,7046.0,3.5,9.99,36.0,11.99,23,4.0,2,4.0,0.0675,0.40040040040040037,144.0,1.2002002002002001,2.0,0.00109326125907255,15.0,18.0
Thanos Mech,2020,Marvel Super Heroes,Licensed,Normal,152.0,6921.0,3.8,9.99,78.0,11.0,23,4.0,2,4.0,0.06572368421052632,0.40040040040040037,312.0,1.1011011011011012,1.0099999999999998,0.002368732727990525,36.0,11.99
Avengers Speeder Bike Attack,2020,Marvel Super Heroes,Licensed,Normal,226.0,2882.0,3.4,19.99,5.0,19.99,23,4.0,2,4.0,0.08845132743362831,0.20010005002501252,20.0,1.0,0.0,0.00015184184153785418,78.0,11.0
Avengers Truck Take-down,2020,Marvel Super Heroes,Licensed,Normal,477.0,2378.0,3.5,39.99,8.0,33.6418,23,4.0,2,4.0,0.08383647798742139,0.10002500625156288,32.0,0.8412553138284572,-6.3481999999999985,0.00024294694646056667,5.0,19.99
Spider-Man Mech,2020,Marvel Super Heroes,Licensed,Normal,152.0,4442.0,3.6,9.99,53.0,15.0,23,4.0,2,4.0,0.06572368421052632,0.40040040040040037,212.0,1.5015015015015014,5.01,0.0016095235203012542,8.0,33.6418
Vulture's Trucker Robbery,2020,Marvel Super Heroes,Licensed,Normal,93.0,793.0,3.0,19.99,2.0,24.99,23,4.0,2,4.0,0.21494623655913978,0.20010005002501252,8.0,1.2501250625312657,5.0,6.073673661514167e-05,53.0,15.0
Spider-Man vs. Doc Ock,2020,Marvel Super Heroes,Licensed,Normal,234.0,1665.0,3.1,19.99,4.0,34.7,23,4.0,2,4.0,0.08542735042735042,0.20010005002501252,16.0,1.7358679339669838,14.710000000000004,0.00012147347323028334,2.0,24.99
The Menace of Mysterio,2020,Marvel Super Heroes,Licensed,Normal,163.0,1032.0,3.3,29.99,2.0,29.881,23,4.0,2,4.0,0.1839877300613497,0.13337779259753252,8.0,0.9963654551517173,-0.10899999999999821,6.073673661514167e-05,4.0,34.7
Police Station,2021,Icons,Model making,Normal,2923.0,15205.0,4.4,199.99,18.0,245.0,19,6.0,2,3.0,0.06841943209031817,0.015000750037501875,108.0,1.225061253062653,45.00999999999999,0.000546630629536275,2.0,29.881
Volkswagen T2 Camper Van,2021,Icons,Model making,Normal,2207.0,4800.0,4.0,179.99,16.0,169.5,19,6.0,2,3.0,0.08155414589941097,0.016667592644035778,96.0,0.9417189843880215,-10.490000000000009,0.00048589389292113335,18.0,245.0
Flower Bouquet,2021,Icons,Model making,Normal,756.0,14297.0,4.2,59.99,5.0,41.9958,19,6.0,2,3.0,0.07935185185185185,0.05000833472245374,30.0,0.700046674445741,-17.9942,0.00015184184153785418,16.0,169.5
Bonsai Tree,2021,Icons,Model making,Normal,878.0,17980.0,4.4,49.99,12.0,31.2,19,6.0,2,3.0,0.056936218678815494,0.060012002400480095,72.0,0.624124824964993,-18.790000000000003,0.00036442041969085,5.0,41.9958
Adidas Originals Superstar,2021,Icons,Model making,Normal,731.0,4064.0,4.2,79.99,7.0,64.95,19,6.0,2,3.0,0.10942544459644322,0.037504688086010755,42.0,0.8119764970621328,-15.039999999999992,0.00021257857815299585,12.0,31.2
NASA Space Shuttle Discovery,2021,Icons,Model making,Normal,2354.0,11000.0,4.6,199.99,11.0,149.99,19,6.0,2,3.0,0.08495751911639762,0.015000750037501875,66.0,0.7499874993749688,-50.0,0.0003340520513832792,7.0,64.95
Camp Nou - FC Barcelona,2021,Icons,Model making,Normal,5509.0,1400.0,4.3,349.99,5.0,330.0,19,6.0,2,3.0,0.0635305863133055,0.00857167347638504,30.0,0.9428840824023543,-19.99000000000001,0.00015184184153785418,11.0,149.99
Bird of Paradise,2021,Icons,Model making,Normal,1173.0,5925.0,4.0,99.99,2.0,94.99,19,6.0,2,3.0,0.08524296675191816,0.030003000300030006,12.0,0.94999499949995,-5.0,6.073673661514167e-05,5.0,330.0
Pickup Truck,2021,Icons,Model making,Normal,1677.0,5718.0,4.1,129.99,8.0,95.0,19,6.0,2,3.0,0.0775134168157424,0.023078698361412416,48.0,0.7308254481113932,-34.99000000000001,0.00024294694646056667,2.0,94.99
Queer Eye – The Fab 5 Loft,2021,Icons,Model making,Normal,974.0,3507.0,4.1,99.99,1.0,65.0,19,6.0,2,3.0,0.10265913757700205,0.030003000300030006,6.0,0.6500650065006501,-34.989999999999995,3.0368368307570834e-05,8.0,95.0
The Friends Apartments,2021,Icons,Model making,Normal,2048.0,6638.0,4.3,179.99,14.0,119.99,19,6.0,2,3.0,0.0878857421875,0.016667592644035778,84.0,0.6666481471192843,-60.000000000000014,0.0004251571563059917,1.0,65.0
Santa's Visit,2021,Icons,Model making,Normal,1445.0,11229.0,4.3,99.99,4.0,101.37,19,6.0,2,3.0,0.06919723183391004,0.030003000300030006,24.0,1.013801380138014,1.3800000000000097,0.00012147347323028334,14.0,119.99
Titanic,2021,Icons,Model making,Normal,9090.0,3994.0,4.6,679.99,8.0,640.0,19,6.0,2,3.0,0.0748063806380638,0.004411829585729202,48.0,0.9411903116222298,-39.99000000000001,0.00024294694646056667,4.0,101.37
Porsche 911,2021,Icons,Model making,Normal,1458.0,8641.0,4.5,169.99,12.0,131.25,19,6.0,2,3.0,0.11659122085048011,0.017648096946879226,72.0,0.7721042414259662,-38.74000000000001,0.00036442041969085,8.0,640.0
Mickey Mouse's Propeller Plane,2021,Disney,Licensed,Normal,59.0,2501.0,4.0,9.99,9.0,10.9,11,4.0,2,3.0,0.16932203389830508,0.3003003003003003,36.0,1.0910910910910911,0.9100000000000001,0.0002733153147681375,12.0,131.25
Minnie Mouse's Ice Cream Shop,2021,Disney,Licensed,Normal,100.0,1329.0,0.0,19.99,1.0,21.0,11,4.0,2,3.0,0.1999,0.1500750375187594,4.0,1.0505252626313157,1.0100000000000016,3.0368368307570834e-05,9.0,10.9
Mickey Mouse & Minnie Mouse's Space Rocket,2021,Disney,Licensed,Normal,88.0,1780.0,3.3,19.99,1.0,19.99,11,4.0,2,3.0,0.2271590909090909,0.1500750375187594,4.0,1.0,0.0,3.0368368307570834e-05,1.0,21.0
Mickey Mouse & Donald Duck's Farm,2021,Disney,Licensed,Normal,118.0,1701.0,4.2,29.99,1.0,17.71,11,4.0,2,3.0,0.2541525423728813,0.10003334444814939,4.0,0.5905301767255753,-12.279999999999998,3.0368368307570834e-05,1.0,19.99
Mickey & Friends Fire Truck & Station,2021,Disney,Licensed,Normal,144.0,1546.0,3.5,39.99,1.0,33.163,11,4.0,2,3.0,0.27770833333333333,0.07501875468867217,4.0,0.829282320580145,-6.827000000000005,3.0368368307570834e-05,1.0,17.71
Spider-Man Headquarters,2021,Duplo,Pre-school,Normal,36.0,293.0,0.0,29.99,1.0,34.0,13,8.0,2,3.0,0.8330555555555555,0.10003334444814939,8.0,1.1337112370790263,4.010000000000002,3.0368368307570834e-05,1.0,33.163
Space Shuttle Mission,2021,Duplo,Pre-school,Normal,23.0,571.0,0.0,19.99,2.0,20.0,13,8.0,2,3.0,0.8691304347826087,0.1500750375187594,16.0,1.0005002501250626,0.010000000000001563,6.073673661514167e-05,1.0,34.0
Garbage Truck and Recycling,2021,Duplo,Pre-school,Normal,19.0,343.0,0.0,19.99,1.0,20.0,13,8.0,2,3.0,1.0521052631578947,0.1500750375187594,8.0,1.0005002501250626,0.010000000000001563,3.0368368307570834e-05,2.0,20.0
Farm Tractor & Animal Care,2021,Duplo,Pre-school,Normal,27.0,323.0,0.0,19.99,1.0,9.99,13,8.0,2,3.0,0.7403703703703703,0.1500750375187594,8.0,0.4997498749374688,-9.999999999999998,3.0368368307570834e-05,1.0,20.0
Creative White Bricks,2021,Classic,Basic,Normal,60.0,1503.0,3.5,4.99,1.0,5.0,6,2.0,2,3.0,0.08316666666666667,0.6012024048096192,2.0,1.002004008016032,0.009999999999999787,3.0368368307570834e-05,1.0,9.99
Creative Transparent Bricks,2021,Classic,Basic,Normal,500.0,1381.0,4.0,29.99,1.0,22.0,6,2.0,2,3.0,0.05998,0.10003334444814939,2.0,0.7335778592864288,-7.989999999999998,3.0368368307570834e-05,1.0,5.0
Bricks and Wheels,2021,Classic,Basic,Normal,653.0,456.0,0.0,39.99,1.0,35.0,6,2.0,2,3.0,0.061240428790199086,0.07501875468867217,2.0,0.8752188047011753,-4.990000000000002,3.0368368307570834e-05,1.0,22.0
Skull,2021,Creator,Model making,Other,39.0,589.0,0.0,29.99,1.0,13.3,8,6.0,3,3.0,0.768974358974359,0.10003334444814939,6.0,0.44348116038679564,-16.689999999999998,3.0368368307570834e-05,1.0,35.0
Penguin,2021,Creator,Model making,Other,48.0,667.0,0.0,29.99,1.0,6.0,8,6.0,3,3.0,0.6247916666666666,0.10003334444814939,6.0,0.20006668889629878,-23.99,3.0368368307570834e-05,1.0,13.3
Carnivorous Plant,2021,Creator,Model making,Other,43.0,602.0,3.2,29.99,1.0,5.0,8,6.0,3,3.0,0.6974418604651162,0.10003334444814939,6.0,0.16672224074691563,-24.99,3.0368368307570834e-05,1.0,6.0
Orangutan,2021,Creator,Model making,Other,51.0,442.0,0.0,29.99,2.0,5.0,8,6.0,3,3.0,0.5880392156862745,0.10003334444814939,12.0,0.16672224074691563,-24.99,6.073673661514167e-05,1.0,5.0
Gecko,2021,Creator,Model making,Other,36.0,506.0,0.0,29.99,1.0,5.0,8,6.0,3,3.0,0.8330555555555555,0.10003334444814939,6.0,0.16672224074691563,-24.99,3.0368368307570834e-05,2.0,5.0
Taj Mahal,2021,Architecture,Model making,Normal,2022.0,3055.0,4.0,119.99,6.0,83.9,0,6.0,2,3.0,0.05934223541048467,0.025002083506958914,36.0,0.6992249354112844,-36.08999999999999,0.000182210209845425,1.0,5.0
The Coral Reef,2021,Minecraft,Licensed,Normal,92.0,3515.0,4.0,9.99,7.0,5.5,25,4.0,2,3.0,0.10858695652173914,0.3003003003003003,28.0,0.5505505505505506,-4.49,0.00021257857815299585,6.0,83.9
The Bee Farm,2021,Minecraft,Licensed,Normal,238.0,3246.0,4.3,19.99,10.0,23.0,25,4.0,2,3.0,0.08399159663865545,0.1500750375187594,40.0,1.150575287643822,3.0100000000000016,0.00030368368307570837,7.0,5.5
The Trading Post,2021,Minecraft,Licensed,Normal,201.0,2171.0,3.9,19.99,5.0,25.2,25,4.0,2,3.0,0.09945273631840795,0.1500750375187594,20.0,1.2606303151575788,5.210000000000001,0.00015184184153785418,10.0,23.0
The Warped Forest,2021,Minecraft,Licensed,Normal,287.0,1485.0,3.9,29.99,4.0,34.95,25,4.0,2,3.0,0.10449477351916375,0.10003334444814939,16.0,1.1653884628209406,4.960000000000004,0.00012147347323028334,5.0,25.2
The First Adventure,2021,Minecraft,Licensed,Normal,542.0,1018.0,3.9,69.99,5.0,42.0,25,4.0,2,3.0,0.12913284132841327,0.042863266180882986,20.0,0.6000857265323618,-27.989999999999995,0.00015184184153785418,4.0,34.95
The Pig House,2021,Minecraft,Licensed,Normal,490.0,1810.0,4.3,49.99,2.0,35.0,25,4.0,2,3.0,0.10202040816326531,0.060012002400480095,8.0,0.700140028005601,-14.990000000000002,6.073673661514167e-05,5.0,42.0
The Horse Stable,2021,Minecraft,Licensed,Normal,241.0,1652.0,3.8,19.99,3.0,19.99,25,4.0,2,3.0,0.0829460580912863,0.1500750375187594,12.0,1.0,0.0,9.11051049227125e-05,2.0,35.0
The Ruined Portal,2021,Minecraft,Licensed,Normal,316.0,1757.0,3.9,29.99,1.0,28.0,25,4.0,2,3.0,0.09490506329113924,0.10003334444814939,4.0,0.9336445481827276,-1.9899999999999984,3.0368368307570834e-05,3.0,19.99
The Sky Tower,2021,Minecraft,Licensed,Normal,565.0,846.0,3.9,59.99,3.0,44.99,25,4.0,2,3.0,0.10617699115044248,0.05000833472245374,12.0,0.7499583263877313,-15.0,9.11051049227125e-05,1.0,28.0
The Modern Treehouse,2021,Minecraft,Licensed,Normal,909.0,679.0,0.0,119.99,3.0,95.0,25,4.0,2,3.0,0.132002200220022,0.025002083506958914,12.0,0.7917326443870323,-24.989999999999995,9.11051049227125e-05,3.0,44.99
The Jungle Abomination,2021,Minecraft,Licensed,Normal,489.0,1032.0,4.3,39.99,7.0,75.0,25,4.0,2,3.0,0.08177914110429449,0.07501875468867217,28.0,1.875468867216804,35.01,0.00021257857815299585,3.0,95.0
Art Project - Create Together,2021,Art,Art and crafts,Normal,4138.0,1679.0,4.0,119.99,7.0,99.9586,1,1.0,2,3.0,0.028997100048332527,0.025002083506958914,7.0,0.8330577548129011,-20.03139999999999,0.00021257857815299585,7.0,75.0
Medieval Blacksmith,2021,Ideas,Miscellaneous,Normal,2164.0,15524.0,4.7,179.99,37.0,150.0,20,5.0,2,3.0,0.08317467652495379,0.016667592644035778,185.0,0.8333796322017889,-29.99000000000001,0.0011236296273801208,7.0,99.9586
Winnie the Pooh,2021,Ideas,Miscellaneous,Normal,1265.0,11437.0,4.5,99.99,8.0,85.8384,20,5.0,2,3.0,0.07904347826086956,0.030003000300030006,40.0,0.8584698469846984,-14.151600000000002,0.00024294694646056667,37.0,150.0
Typewriter,2021,Ideas,Miscellaneous,Normal,2079.0,5216.0,4.6,249.99,2.0,200.0,20,5.0,2,3.0,0.12024531024531025,0.012000480019200767,10.0,0.8000320012800511,-49.99000000000001,6.073673661514167e-05,8.0,85.8384
Seinfeld,2021,Ideas,Miscellaneous,Normal,1326.0,6688.0,4.4,79.99,36.0,75.0,20,5.0,2,3.0,0.060324283559577675,0.037504688086010755,180.0,0.9376172021502689,-4.989999999999995,0.00109326125907255,2.0,200.0
Fender Stratocaster,2021,Ideas,Miscellaneous,Normal,1074.0,4119.0,4.3,119.99,1.0,69.99,20,5.0,2,3.0,0.11172253258845437,0.025002083506958914,5.0,0.5832986082173515,-50.0,3.0368368307570834e-05,36.0,75.0
Home Alone,2021,Ideas,Miscellaneous,Normal,3955.0,8013.0,4.6,299.99,16.0,249.99,20,5.0,2,3.0,0.07585082174462705,0.010000333344444815,80.0,0.8333277775925865,-50.0,0.00048589389292113335,1.0,69.99
The Nether Duel,2021,Minecraft,Licensed,Normal,28.0,1152.0,3.6,29.99,5.0,7.49,25,4.0,2,3.0,1.0710714285714285,0.10003334444814939,20.0,0.24974991663887966,-22.5,0.00015184184153785418,16.0,249.99
McLaren Elva,2021,Speed Champions,Licensed,Normal,85.0,7369.0,3.5,29.99,69.0,5.1868,34,4.0,2,3.0,0.3528235294117647,0.10003334444814939,276.0,0.17295098366122041,-24.803199999999997,0.0020954174132223878,5.0,7.49
Mini Monkey King Warrior Mech,2021,Monkie Kid,Action/Adventure,Normal,65.0,268.0,0.0,29.99,2.0,15.0,28,0.0,2,3.0,0.46138461538461534,0.10003334444814939,0.0,0.500166722240747,-14.989999999999998,6.073673661514167e-05,69.0,5.1868
Bob Minion with Robot Arms,2021,Minions: The Rise of Gru,Licensed,Normal,75.0,1974.0,4.0,4.99,79.0,9.0,26,4.0,2,3.0,0.06653333333333333,0.6012024048096192,316.0,1.8036072144288577,4.01,0.002399101096298096,2.0,15.0
Imperial Shuttle,2021,Star Wars,Licensed,Normal,85.0,4559.0,3.6,29.99,118.0,7.0,35,4.0,2,3.0,0.3528235294117647,0.10003334444814939,472.0,0.2334111370456819,-22.99,0.0035834674602933585,79.0,9.0
Fuzzy & Mushroom Platform,2021,Super Mario,Licensed,Normal,39.0,2741.0,3.2,29.99,15.0,6.0,37,4.0,2,3.0,0.768974358974359,0.10003334444814939,60.0,0.20006668889629878,-23.99,0.0004555255246135625,118.0,7.0
Rapunzel's Boat,2021,Disney,Licensed,Normal,32.0,1115.0,0.0,29.99,74.0,5.99,11,4.0,2,3.0,0.9371875,0.10003334444814939,296.0,0.19973324441480494,-24.0,0.0022472592547602417,15.0,6.0
Hermione's Study Desk,2021,Harry Potter,Licensed,Normal,31.0,5854.0,3.5,29.99,96.0,4.5572,17,4.0,2,3.0,0.9674193548387097,0.10003334444814939,384.0,0.15195731910636878,-25.4328,0.0029153633575268,74.0,5.99
Flower Cart,2021,Friends,Modern day,Normal,55.0,2000.0,3.5,29.99,20.0,4.994,16,7.0,2,3.0,0.5452727272727272,0.10003334444814939,140.0,0.16652217405801933,-24.996,0.0006073673661514167,96.0,4.5572
Emma's Magical Box,2021,Friends,Modern day,Normal,67.0,1592.0,3.8,29.99,17.0,4.994,16,7.0,2,3.0,0.4476119402985074,0.10003334444814939,119.0,0.16652217405801933,-24.996,0.0005162622612287042,20.0,4.994
Shang-Chi and The Great Protector,2021,Marvel Super Heroes,Licensed,Normal,55.0,5017.0,3.6,29.99,33.0,3.29,23,4.0,2,3.0,0.5452727272727272,0.10003334444814939,132.0,0.1097032344114705,-26.7,0.0010021561541498376,17.0,4.994
Helicopter,2021,Technic,Technical,Normal,70.0,1541.0,4.2,29.99,5.0,9.99,38,9.0,2,3.0,0.4284285714285714,0.10003334444814939,45.0,0.33311103701233746,-20.0,0.00015184184153785418,33.0,3.29
Lloyd's Quad Bike,2021,Ninjago,Action/Adventure,Normal,39.0,1897.0,3.8,29.99,26.0,5.99,29,0.0,2,3.0,0.768974358974359,0.10003334444814939,0.0,0.19973324441480494,-24.0,0.0007895775759968417,5.0,9.99
Photo Holder Cube,2021,Dots,Art and crafts,Normal,109.0,1933.0,3.1,29.99,6.0,4.68,12,1.0,2,3.0,0.2751376146788991,0.10003334444814939,6.0,0.15605201733911303,-25.31,0.000182210209845425,26.0,5.99
Raya and the Ongi's Heart Lands Adventure,2021,Disney,Licensed,Normal,49.0,1747.0,4.2,29.99,14.0,4.5,11,4.0,2,3.0,0.6120408163265306,0.10003334444814939,56.0,0.1500500166722241,-25.49,0.0004251571563059917,6.0,4.68
Build Your Own Snail with Superpowers - Make It Yours,2021,Miscellaneous,Miscellaneous,Normal,36.0,1288.0,0.0,29.99,7.0,4.4331,27,5.0,2,3.0,0.8330555555555555,0.10003334444814939,35.0,0.14781927309103035,-25.5569,0.00021257857815299585,14.0,4.5
Build Your Own Monster or Vehicles – Make It Yours,2021,Miscellaneous,Miscellaneous,Normal,60.0,1308.0,2.7,29.99,4.0,5.0,27,5.0,2,3.0,0.4998333333333333,0.10003334444814939,20.0,0.16672224074691563,-24.99,0.00012147347323028334,7.0,4.4331
Birthday Clown,2021,Creator,Model making,Normal,59.0,1441.0,0.0,29.99,19.0,5.75,8,6.0,2,3.0,0.5083050847457626,0.10003334444814939,114.0,0.191730576858953,-24.24,0.0005769989978438459,4.0,5.0
Fire Helicopter,2021,City,Modern day,Normal,35.0,3158.0,3.2,29.99,20.0,2.2229,5,7.0,2,3.0,0.8568571428571428,0.10003334444814939,140.0,0.07412137379126377,-27.7671,0.0006073673661514167,19.0,5.75
Police Water Scooter,2021,City,Modern day,Normal,33.0,2831.0,3.6,29.99,40.0,2.2007,5,7.0,2,3.0,0.9087878787878787,0.10003334444814939,280.0,0.07338112704234745,-27.789299999999997,0.0012147347323028335,20.0,2.2229
Skater,2021,City,Modern day,Normal,40.0,3435.0,3.5,29.99,29.0,4.5,5,7.0,2,3.0,0.7497499999999999,0.10003334444814939,203.0,0.1500500166722241,-25.49,0.0008806826809195542,40.0,2.2007
LEGO Stand,2021,City,Modern day,Normal,47.0,2158.0,3.9,29.99,13.0,11.0,5,7.0,2,3.0,0.6380851063829787,0.10003334444814939,91.0,0.3667889296432144,-18.99,0.00039478878799842083,29.0,4.5
Wildlife Rescue Hovercraft,2021,City,Modern day,Normal,35.0,3682.0,3.6,29.99,42.0,4.95,5,7.0,2,3.0,0.8568571428571428,0.10003334444814939,294.0,0.1650550183394465,-25.04,0.001275471468917975,13.0,11.0
Super Muscle Car,2021,Creator,Model making,Normal,63.0,1187.0,3.3,29.99,7.0,3.1163,8,6.0,2,3.0,0.47603174603174603,0.10003334444814939,42.0,0.10391130376792264,-26.8737,0.00021257857815299585,42.0,4.95
German Shepherd,2021,Creator,Model making,Normal,76.0,2954.0,3.6,29.99,13.0,7.49,8,6.0,2,3.0,0.39460526315789474,0.10003334444814939,78.0,0.24974991663887966,-22.5,0.00039478878799842083,7.0,3.1163
Easter Chick Egg,2021,Creator,Model making,Normal,52.0,3189.0,3.3,29.99,363.0,5.0,8,6.0,2,3.0,0.5767307692307692,0.10003334444814939,2178.0,0.16672224074691563,-24.99,0.011023717695648213,13.0,7.49
Santa Claus,2021,Creator,Model making,Normal,69.0,4056.0,3.5,29.99,61.0,5.95,8,6.0,2,3.0,0.43463768115942025,0.10003334444814939,366.0,0.19839946648882964,-24.04,0.001852470466761821,363.0,5.0
Titanium Mini Mech,2021,Ninjago,Action/Adventure,Normal,77.0,1810.0,3.4,29.99,11.0,5.89,29,0.0,2,3.0,0.3894805194805195,0.10003334444814939,0.0,0.1963987995998666,-24.099999999999998,0.0003340520513832792,61.0,5.95
Cyber Drone,2021,Creator,Model making,Normal,113.0,4125.0,4.1,9.99,3.0,9.95,8,6.0,2,3.0,0.0884070796460177,0.3003003003003003,18.0,0.9959959959959959,-0.040000000000000924,9.11051049227125e-05,11.0,5.89
Wild Lion,2021,Creator,Model making,Normal,224.0,2868.0,3.8,14.99,11.0,9.25,8,6.0,2,3.0,0.06691964285714286,0.200133422281521,66.0,0.6170780520346898,-5.74,0.0003340520513832792,3.0,9.95
Race Car Transporter,2021,Creator,Model making,Normal,328.0,1436.0,3.8,19.99,4.0,12.0,8,6.0,2,3.0,0.06094512195121951,0.1500750375187594,24.0,0.6003001500750376,-7.989999999999998,0.00012147347323028334,11.0,9.25
Superbike,2021,Creator,Model making,Normal,236.0,1147.0,3.8,19.99,1.0,19.99,8,6.0,2,3.0,0.08470338983050847,0.1500750375187594,6.0,1.0,0.0,3.0368368307570834e-05,4.0,12.0
Space Mining Mech,2021,Creator,Model making,Normal,327.0,1599.0,4.2,24.99,6.0,24.97,8,6.0,2,3.0,0.07642201834862385,0.12004801920768308,36.0,0.9991996798719488,-0.019999999999999574,0.000182210209845425,1.0,19.99
Safari Wildlife Tree House,2021,Creator,Model making,Normal,397.0,2672.0,3.9,29.99,2.0,21.25,8,6.0,2,3.0,0.07554156171284634,0.10003334444814939,12.0,0.7085695231743915,-8.739999999999998,6.073673661514167e-05,6.0,24.97
Space Shuttle Adventure,2021,Creator,Model making,Normal,486.0,1753.0,4.0,39.99,29.0,40.637,8,6.0,2,3.0,0.08228395061728395,0.07501875468867217,174.0,1.0161790447611903,0.6469999999999985,0.0008806826809195542,2.0,21.25
Surfer Beach House,2021,Creator,Model making,Normal,564.0,3708.0,4.2,49.99,6.0,30.0,8,6.0,2,3.0,0.08863475177304965,0.060012002400480095,36.0,0.6001200240048009,-19.990000000000002,0.000182210209845425,29.0,40.637
Ferris Wheel,2021,Creator,Model making,Normal,1002.0,3464.0,4.2,79.99,19.0,124.99,8,6.0,2,3.0,0.07983033932135727,0.037504688086010755,114.0,1.5625703212901614,45.0,0.0005769989978438459,6.0,30.0
Medieval Castle,2021,Creator,Model making,Normal,1426.0,7428.0,4.3,99.99,16.0,99.99,8,6.0,2,3.0,0.07011921458625525,0.030003000300030006,96.0,1.0,0.0,0.00048589389292113335,19.0,124.99
Crocodile,2021,Creator,Model making,Normal,454.0,1902.0,4.2,29.99,17.0,28.0,8,6.0,2,3.0,0.06605726872246696,0.10003334444814939,102.0,0.9336445481827276,-1.9899999999999984,0.0005162622612287042,16.0,99.99
Fish Tank,2021,Creator,Model making,Normal,352.0,4519.0,4.2,29.99,45.0,36.0,8,6.0,2,3.0,0.08519886363636363,0.10003334444814939,270.0,1.2004001333777927,6.010000000000002,0.0013665765738406876,17.0,28.0
Harry Potter Hogwarts Crests,2021,Art,Art and crafts,Normal,4249.0,2306.0,3.8,119.99,11.0,101.98,1,1.0,2,3.0,0.02823958578489056,0.025002083506958914,11.0,0.8499041586798901,-18.00999999999999,0.0003340520513832792,45.0,36.0
Disney's Mickey Mouse,2021,Art,Art and crafts,Normal,2658.0,2198.0,4.4,119.99,7.0,94.0,1,1.0,2,3.0,0.045142964635063954,0.025002083506958914,7.0,0.7833986165513793,-25.989999999999995,0.00021257857815299585,11.0,101.98
World Map,2021,Art,Art and crafts,Normal,11695.0,2677.0,4.0,249.99,3.0,199.0,1,1.0,2,3.0,0.02137580162462591,0.012000480019200767,3.0,0.7960318412736509,-50.99000000000001,9.11051049227125e-05,7.0,94.0
Year of the Ox,2021,Seasonal,Miscellaneous,Normal,168.0,6614.0,3.5,29.99,46.0,7.95,33,5.0,2,3.0,0.17851190476190476,0.10003334444814939,230.0,0.2650883627875959,-22.04,0.0013969449421482583,3.0,199.0
"Gru, Stuart and Otto",2021,BrickHeadz,Licensed,Normal,244.0,2474.0,0.0,19.99,9.0,28.99,4,4.0,2,3.0,0.08192622950819671,0.1500750375187594,36.0,1.4502251125562782,9.0,0.0002733153147681375,46.0,7.95
